"All crash data available using this tool represents reportable data collected from Texas Peace Officer's Crash Reports (CR-3) received and processed by the Texas Department of Transportation (Department) as of 08/14/2024. The Department makes no warranty, representation or guaranty as to the content, accuracy, timeliness or completeness of any of the information provided as a result of your query. Any opinions and conclusions resulting from analysis performed on the crash data must be represented as your own and not those of the State of Texas or the Department. "

"Query Result Counts:"
"Your query returned a total of 3,608 Crashes containing 7,673 Units and 9,479 Persons"

"Filters Applied to current Query:"
"Crash Date Is Between  2023-04-01 00:00 and 2024-07-31 21:59"
"County Is Equal To DENTON"
"City Is Equal To DENTON"
"$1000 Damage to Any One Person's Property Is True "


"Crash ID","$1000 Damage to Any One Person's Property","Adjusted Average Daily Traffic Amount","City","Crash Date","Crash Severity","Crash Time","Date Scene Cleared","Manner of Collision","Road Class","Roadway Type","Speed Limit","Surface Condition","Time Scene Cleared","Weather Condition"
"19468595","Yes","83664","DENTON","2023-04-01","N - NOT INJURED","1559","2023-04-01","SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE","INTERSTATE","4 OR MORE LANES, DIVIDED","50","1 - DRY","1559","1 - CLEAR"
"19474485","Yes","70137","DENTON","2023-04-01","N - NOT INJURED","1544","2023-04-01","SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE","INTERSTATE","4 OR MORE LANES, DIVIDED","70","1 - DRY","1640","1 - CLEAR"
"19474684","Yes","No Data","DENTON","2023-04-01","N - NOT INJURED","1930","2023-04-01","ONE MOTOR VEHICLE - GOING STRAIGHT","CITY STREET","No Data","30","1 - DRY","2055","1 - CLEAR"
"19476604","Yes","27522","DENTON","2023-04-01","N - NOT INJURED","0948","2023-04-01","ANGLE - ONE STRAIGHT-ONE RIGHT TURN","US & STATE HIGHWAYS","4 OR MORE LANES, DIVIDED","50","1 - DRY","1026","1 - CLEAR"
"19476605","Yes","No Data","DENTON","2023-04-01","C - POSSIBLE INJURY","1246","2023-04-01","ONE MOTOR VEHICLE - GOING STRAIGHT","CITY STREET","No Data","40","1 - DRY","1305","1 - CLEAR"
"19477352","Yes","No Data","DENTON","2023-04-01","C - POSSIBLE INJURY","2300","2023-04-01","ONE MOTOR VEHICLE - GOING STRAIGHT","CITY STREET","No Data","30","1 - DRY","2351","1 - CLEAR"
"19479006","Yes","84501","DENTON","2023-04-01","B - SUSPECTED MINOR INJURY","0005","2023-04-01","SAME DIRECTION - BOTH GOING STRAIGHT-REAR END","INTERSTATE","4 OR MORE LANES, DIVIDED","70","1 - DRY","0044","1 - CLEAR"
"19483031","Yes","104418","DENTON","2023-04-01","N - NOT INJURED","1929","2023-04-01","SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE","INTERSTATE","4 OR MORE LANES, DIVIDED","50","1 - DRY","2021","1 - CLEAR"
"19487709","Yes","67764","DENTON","2023-04-01","N - NOT INJURED","1454","2023-04-01","SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE","INTERSTATE","4 OR MORE LANES, DIVIDED","70","1 - DRY","1624","1 - CLEAR"
"19477450","Yes","No Data","DENTON","2023-04-02","N - NOT INJURED","1933","2023-04-02","SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE","NON TRAFFICWAY","No Data","10","1 - DRY","2111","1 - CLEAR"
"19477499","Yes","No Data","DENTON","2023-04-02","N - NOT INJURED","1828","2023-04-02","SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE","NON TRAFFICWAY","No Data","-1","1 - DRY","1945","1 - CLEAR"
"19479013","Yes","83664","DENTON","2023-04-02","B - SUSPECTED MINOR INJURY","0129","2023-04-02","ONE MOTOR VEHICLE - GOING STRAIGHT","INTERSTATE","4 OR MORE LANES, DIVIDED","70","1 - DRY","0248","1 - CLEAR"
"19479014","Yes","102698","DENTON","2023-04-02","N - NOT INJURED","1633","2023-04-02","SAME DIRECTION - BOTH GOING STRAIGHT-REAR END","INTERSTATE","4 OR MORE LANES, DIVIDED","70","2 - WET","1730","3 - RAIN"
"19483056","Yes","No Data","DENTON","2023-04-02","99 - UNKNOWN","1300","2023-04-02","ONE MOTOR VEHICLE - OTHER","NON TRAFFICWAY","No Data","-1","1 - DRY","1322","1 - CLEAR"
"19487726","Yes","23604","DENTON","2023-04-02","N - NOT INJURED","1209","2023-04-02","OPPOSITE DIRECTION - ONE STRAIGHT-ONE BACKING","US & STATE HIGHWAYS","4 OR MORE LANES, DIVIDED","35","1 - DRY","1238","2 - CLOUDY"
"19487727","Yes","24319","DENTON","2023-04-02","N - NOT INJURED","1719","2023-04-02","SAME DIRECTION - ONE STRAIGHT-ONE STOPPED","US & STATE HIGHWAYS","4 OR MORE LANES, DIVIDED","45","1 - DRY","1752","3 - RAIN"
"19490653","Yes","102698","DENTON","2023-04-02","K - FATAL INJURY","1421","2023-04-02","SAME DIRECTION - ONE STRAIGHT-ONE RIGHT TURN","INTERSTATE","4 OR MORE LANES, DIVIDED","45","1 - DRY","1635","1 - CLEAR"
"19471217","Yes","83664","DENTON","2023-04-03","N - NOT INJURED","1153","2023-04-03","SAME DIRECTION - ONE STRAIGHT-ONE STOPPED","INTERSTATE","4 OR MORE LANES, DIVIDED","50","1 - DRY","1215","1 - CLEAR"
"19473011","Yes","67764","DENTON","2023-04-03","C - POSSIBLE INJURY","0730","2023-04-03","SAME DIRECTION - ONE STRAIGHT-ONE LEFT TURN","INTERSTATE","4 OR MORE LANES, DIVIDED","55","2 - WET","0815","1 - CLEAR"
"19473014","Yes","7324","DENTON","2023-04-03","N - NOT INJURED","1319","2023-04-03","ANGLE - BOTH GOING STRAIGHT","FARM TO MARKET","2 LANE, 2 WAY","45","1 - DRY","1400","1 - CLEAR"
"19473020","Yes","No Data","DENTON","2023-04-03","N - NOT INJURED","1420","2023-04-03","SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE","CITY STREET","No Data","30","1 - DRY","1535","2 - CLOUDY"
"19477538","Yes","83664","DENTON","2023-04-03","N - NOT INJURED","0530","2023-04-03","ONE MOTOR VEHICLE - GOING STRAIGHT","INTERSTATE","4 OR MORE LANES, DIVIDED","50","2 - WET","0631","2 - CLOUDY"
"19479491","Yes","No Data","DENTON","2023-04-03","N - NOT INJURED","1720","2023-04-03","SAME DIRECTION - ONE STRAIGHT-ONE LEFT TURN","CITY STREET","No Data","30","1 - DRY","1755","1 - CLEAR"
"19480885","Yes","No Data","DENTON","2023-04-03","B - SUSPECTED MINOR INJURY","1642","2023-04-03","OPPOSITE DIRECTION - ONE STRAIGHT-ONE LEFT TURN","CITY STREET","No Data","40","1 - DRY","1830","1 - CLEAR"
"19480896","Yes","99402","DENTON","2023-04-03","N - NOT INJURED","1515","2023-04-03","SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE","INTERSTATE","4 OR MORE LANES, DIVIDED","70","1 - DRY","1659","1 - CLEAR"
"19487744","Yes","No Data","DENTON","2023-04-03","N - NOT INJURED","1320","2023-04-03","SAME DIRECTION - BOTH GOING STRAIGHT-REAR END","US & STATE HIGHWAYS","No Data","35","1 - DRY","1428","1 - CLEAR"
"19766925","Yes","27522","DENTON","2023-04-03","N - NOT INJURED","0229","2023-04-03","ANGLE - ONE STRAIGHT-ONE RIGHT TURN","US & STATE HIGHWAYS","4 OR MORE LANES, DIVIDED","50","1 - DRY","0315","1 - CLEAR"
"19473015","Yes","102698","DENTON","2023-04-04","N - NOT INJURED","0642","2023-04-04","SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE","INTERSTATE","4 OR MORE LANES, DIVIDED","65","1 - DRY","0745","1 - CLEAR"
"19473017","Yes","83664","DENTON","2023-04-04","N - NOT INJURED","0815","2023-04-04","SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE","INTERSTATE","4 OR MORE LANES, DIVIDED","40","1 - DRY","0906","1 - CLEAR"
"19473018","Yes","No Data","DENTON","2023-04-04","C - POSSIBLE INJURY","1259","2023-04-04","SAME DIRECTION - ONE STRAIGHT-ONE STOPPED","CITY STREET","No Data","30","1 - DRY","1355","1 - CLEAR"
"19479842","Yes","7192","DENTON","2023-04-04","N - NOT INJURED","0721","2023-04-04","ANGLE - BOTH GOING STRAIGHT","FARM TO MARKET","4 OR MORE LANES, UNDIVIDED","45","1 - DRY","0803","1 - CLEAR"
"19479843","Yes","No Data","DENTON","2023-04-04","N - NOT INJURED","1408","2023-04-04","SAME DIRECTION - ONE STRAIGHT-ONE STOPPED","CITY STREET","No Data","35","1 - DRY","1501","1 - CLEAR"
"19480665","Yes","No Data","DENTON","2023-04-04","C - POSSIBLE INJURY","1656","2023-04-04","ANGLE - BOTH GOING STRAIGHT","CITY STREET","No Data","30","1 - DRY","1804","2 - CLOUDY"
"19496467","Yes","26619","DENTON","2023-04-04","N - NOT INJURED","0912","2023-04-04","ONE MOTOR VEHICLE - GOING STRAIGHT","US & STATE HIGHWAYS","4 OR MORE LANES, DIVIDED","40","1 - DRY","1029","2 - CLOUDY"
"19476626","Yes","No Data","DENTON","2023-04-05","C - POSSIBLE INJURY","1640","2023-04-05","ANGLE - ONE STRAIGHT-ONE LEFT TURN","CITY STREET","No Data","30","1 - DRY","1730","1 - CLEAR"
"19476650","Yes","14654","DENTON","2023-04-05","N - NOT INJURED","1450","2023-04-05","SAME DIRECTION - ONE STRAIGHT-ONE STOPPED","US & STATE HIGHWAYS","4 OR MORE LANES, DIVIDED","35","1 - DRY","1524","1 - CLEAR"
"19483096","Yes","6711","DENTON","2023-04-05","99 - UNKNOWN","2209","2023-04-05","ONE MOTOR VEHICLE - OTHER","CITY STREET","4 OR MORE LANES, UNDIVIDED","35","1 - DRY","2232","1 - CLEAR"
"19487776","Yes","No Data","DENTON","2023-04-05","B - SUSPECTED MINOR INJURY","1613","2023-04-05","SAME DIRECTION - ONE STRAIGHT-ONE RIGHT TURN","FARM TO MARKET","No Data","35","1 - DRY","1657","1 - CLEAR"
"19489709","Yes","84501","DENTON","2023-04-05","N - NOT INJURED","1021","2023-04-05","ANGLE - BOTH GOING STRAIGHT","INTERSTATE","4 OR MORE LANES, DIVIDED","50","1 - DRY","1106","1 - CLEAR"
"19489718","Yes","28551","DENTON","2023-04-05","N - NOT INJURED","1610","2023-04-05","SAME DIRECTION - ONE STRAIGHT-ONE STOPPED","US & STATE HIGHWAYS","4 OR MORE LANES, DIVIDED","40","1 - DRY","1700","1 - CLEAR"
"19490461","Yes","No Data","DENTON","2023-04-05","C - POSSIBLE INJURY","1554","2023-04-05","SAME DIRECTION - ONE STRAIGHT-ONE STOPPED","INTERSTATE","No Data","70","1 - DRY","1657","1 - CLEAR"
"19491279","Yes","25998","DENTON","2023-04-05","C - POSSIBLE INJURY","0736","2023-04-05","OPPOSITE DIRECTION - ONE STRAIGHT-ONE LEFT TURN","US & STATE HIGHWAYS","4 OR MORE LANES, DIVIDED","45","1 - DRY","0815","1 - CLEAR"
"19476659","Yes","16835","DENTON","2023-04-06","N - NOT INJURED","1220","2023-04-06","OPPOSITE DIRECTION - ONE STRAIGHT-ONE LEFT TURN","FARM TO MARKET","2 LANE, 2 WAY","45","1 - DRY","1325","1 - CLEAR"
"19477518","Yes","7324","DENTON","2023-04-06","B - SUSPECTED MINOR INJURY","2055","2023-04-06","ANGLE - BOTH GOING STRAIGHT","FARM TO MARKET","2 LANE, 2 WAY","45","1 - DRY","2221","2 - CLOUDY"
"19477532","Yes","27522","DENTON","2023-04-06","C - POSSIBLE INJURY","2025","2023-04-06","SAME DIRECTION - ONE STRAIGHT-ONE STOPPED","US & STATE HIGHWAYS","4 OR MORE LANES, DIVIDED","40","1 - DRY","2113","1 - CLEAR"
"19483106","Yes","No Data","DENTON","2023-04-06","99 - UNKNOWN","2235","2023-04-07","ONE MOTOR VEHICLE - GOING STRAIGHT","CITY STREET","No Data","30","1 - DRY","0042","1 - CLEAR"
"19490462","Yes","No Data","DENTON","2023-04-06","N - NOT INJURED","0754","2023-04-06","ANGLE - BOTH GOING STRAIGHT","CITY STREET","No Data","30","1 - DRY","0837","2 - CLOUDY"
"19491440","Yes","14489","DENTON","2023-04-06","B - SUSPECTED MINOR INJURY","1512","2023-04-06","ANGLE - BOTH GOING STRAIGHT","US & STATE HIGHWAYS","4 OR MORE LANES, UNDIVIDED","30","1 - DRY","1631","1 - CLEAR"
"19491467","Yes","67764","DENTON","2023-04-06","N - NOT INJURED","1446","2023-04-06","SAME DIRECTION - BOTH GOING STRAIGHT-REAR END","INTERSTATE","4 OR MORE LANES, DIVIDED","70","1 - DRY","1629","1 - CLEAR"
"19491474","Yes","No Data","DENTON","2023-04-06","N - NOT INJURED","1609","2023-04-06","ANGLE - BOTH GOING STRAIGHT","CITY STREET","No Data","30","1 - DRY","1643","2 - CLOUDY"
"19491480","Yes","72751","DENTON","2023-04-06","N - NOT INJURED","1729","2023-04-06","SAME DIRECTION - BOTH GOING STRAIGHT-REAR END","INTERSTATE","4 OR MORE LANES, DIVIDED","70","1 - DRY","1751","1 - CLEAR"
"19491535","Yes","25998","DENTON","2023-04-06","B - SUSPECTED MINOR INJURY","1451","2023-04-06","ANGLE - BOTH GOING STRAIGHT","US & STATE HIGHWAYS","4 OR MORE LANES, DIVIDED","45","1 - DRY","1802","1 - CLEAR"
"19492112","Yes","23604","DENTON","2023-04-06","N - NOT INJURED","1626","2023-04-06","SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE","US & STATE HIGHWAYS","4 OR MORE LANES, DIVIDED","45","1 - DRY","1707","1 - CLEAR"
"19508133","Yes","No Data","DENTON","2023-04-06","N - NOT INJURED","1434","2023-04-06","SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE","CITY STREET","No Data","30","1 - DRY","1525","1 - CLEAR"
"19479492","Yes","16882","DENTON","2023-04-07","B - SUSPECTED MINOR INJURY","0723","2023-04-07","SAME DIRECTION - ONE STRAIGHT-ONE RIGHT TURN","US & STATE HIGHWAYS","2 LANE, 2 WAY","55","1 - DRY","0755","2 - CLOUDY"
"19479853","Yes","No Data","DENTON","2023-04-07","N - NOT INJURED","1150","2023-04-07","ANGLE - ONE RIGHT TURN-ONE LEFT TURN","NON TRAFFICWAY","No Data","10","1 - DRY","1312","1 - CLEAR"
"19480900","Yes","No Data","DENTON","2023-04-07","N - NOT INJURED","2121","2023-04-07","ONE MOTOR VEHICLE - BACKING","CITY STREET","No Data","35","1 - DRY","2235","1 - CLEAR"
"19480901","Yes","No Data","DENTON","2023-04-07","99 - UNKNOWN","2225","2023-04-08","ONE MOTOR VEHICLE - GOING STRAIGHT","CITY STREET","No Data","30","1 - DRY","0057","1 - CLEAR"
"19480902","Yes","No Data","DENTON","2023-04-07","99 - UNKNOWN","0000","2023-04-09","ONE MOTOR VEHICLE - GOING STRAIGHT","NON TRAFFICWAY","No Data","15","1 - DRY","2214","1 - CLEAR"
"19481216","Yes","72751","DENTON","2023-04-07","B - SUSPECTED MINOR INJURY","0942","2023-04-07","ONE MOTOR VEHICLE - GOING STRAIGHT","INTERSTATE","4 OR MORE LANES, DIVIDED","70","1 - DRY","1025","2 - CLOUDY"
"19483112","Yes","99402","DENTON","2023-04-07","B - SUSPECTED MINOR INJURY","0350","2023-04-07","ONE MOTOR VEHICLE - GOING STRAIGHT","INTERSTATE","4 OR MORE LANES, DIVIDED","70","1 - DRY","0440","2 - CLOUDY"
"19485387","Yes","37438","DENTON","2023-04-07","N - NOT INJURED","0429","2023-04-07","ANGLE - ONE STRAIGHT-ONE LEFT TURN","US & STATE HIGHWAYS","4 OR MORE LANES, UNDIVIDED","50","1 - DRY","0610","1 - CLEAR"
"19485397","Yes","102698","DENTON","2023-04-07","N - NOT INJURED","0113","2023-04-07","ONE MOTOR VEHICLE - GOING STRAIGHT","INTERSTATE","4 OR MORE LANES, DIVIDED","70","1 - DRY","0149","1 - CLEAR"
"19490651","Yes","54554","DENTON","2023-04-07","N - NOT INJURED","0015","2023-04-07","ONE MOTOR VEHICLE - GOING STRAIGHT","INTERSTATE","4 OR MORE LANES, DIVIDED","70","1 - DRY","0100","1 - CLEAR"
"19479858","Yes","No Data","DENTON","2023-04-08","N - NOT INJURED","1212","2023-04-08","SAME DIRECTION - ONE STRAIGHT-ONE LEFT TURN","CITY STREET","No Data","30","1 - DRY","1420","1 - CLEAR"
"19479873","Yes","No Data","DENTON","2023-04-08","N - NOT INJURED","1406","2023-04-08","SAME DIRECTION - ONE STRAIGHT-ONE LEFT TURN","CITY STREET","No Data","30","1 - DRY","1435","1 - CLEAR"
"19480622","Yes","20169","DENTON","2023-04-08","B - SUSPECTED MINOR INJURY","1752","2023-04-08","SAME DIRECTION - BOTH GOING STRAIGHT-REAR END","US & STATE HIGHWAYS","4 OR MORE LANES, DIVIDED","60","1 - DRY","1830","1 - CLEAR"
"19480666","Yes","No Data","DENTON","2023-04-08","N - NOT INJURED","1356","2023-04-08","SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE","NON TRAFFICWAY","No Data","45","1 - DRY","1800","1 - CLEAR"
"19480903","Yes","No Data","DENTON","2023-04-08","N - NOT INJURED","2243","2023-04-08","ANGLE - ONE STRAIGHT-ONE RIGHT TURN","CITY STREET","No Data","30","1 - DRY","2322","1 - CLEAR"
"19504014","Yes","16835","DENTON","2023-04-08","N - NOT INJURED","1841","2023-04-08","OPPOSITE DIRECTION - ONE STRAIGHT-ONE LEFT TURN","FARM TO MARKET","2 LANE, 2 WAY","45","1 - DRY","2002","1 - CLEAR"
"19488810","Yes","72751","DENTON","2023-04-09","C - POSSIBLE INJURY","1358","2023-04-09","SAME DIRECTION - ONE STRAIGHT-ONE STOPPED","INTERSTATE","4 OR MORE LANES, DIVIDED","60","1 - DRY","1424","1 - CLEAR"
"19488823","Yes","No Data","DENTON","2023-04-09","N - NOT INJURED","1100","2023-04-09","ONE MOTOR VEHICLE - GOING STRAIGHT","US & STATE HIGHWAYS","No Data","30","1 - DRY","1206","1 - CLEAR"
"19504017","Yes","No Data","DENTON","2023-04-09","99 - UNKNOWN","1430","2023-04-09","ONE MOTOR VEHICLE - OTHER","NON TRAFFICWAY","No Data","-1","99 - UNKNOWN","1900","99 - UNKNOWN"
"19483134","Yes","72751","DENTON","2023-04-10","N - NOT INJURED","1918","2023-04-10","SAME DIRECTION - ONE STRAIGHT-ONE RIGHT TURN","INTERSTATE","4 OR MORE LANES, DIVIDED","50","1 - DRY","2017","1 - CLEAR"
"19483181","Yes","102698","DENTON","2023-04-10","B - SUSPECTED MINOR INJURY","1729","2023-04-10","SAME DIRECTION - ONE STRAIGHT-ONE STOPPED","INTERSTATE","4 OR MORE LANES, DIVIDED","70","1 - DRY","1827","1 - CLEAR"
"19483220","Yes","67764","DENTON","2023-04-10","N - NOT INJURED","2114","2023-04-10","SAME DIRECTION - ONE STRAIGHT-ONE STOPPED","INTERSTATE","4 OR MORE LANES, DIVIDED","50","1 - DRY","2217","1 - CLEAR"
"19485386","Yes","14763","DENTON","2023-04-10","N - NOT INJURED","1914","2023-04-10","ANGLE - BOTH GOING STRAIGHT","CITY STREET","4 OR MORE LANES, UNDIVIDED","45","1 - DRY","2128","1 - CLEAR"
"19488811","Yes","No Data","DENTON","2023-04-10","N - NOT INJURED","0745","2023-04-10","OTHER - ONE STRAIGHT-ONE ENTERING OR LEAVING PARKING SPACE","NON TRAFFICWAY","No Data","25","1 - DRY","0816","1 - CLEAR"
"19488814","Yes","No Data","DENTON","2023-04-10","N - NOT INJURED","1526","2023-04-11","SAME DIRECTION - ONE STRAIGHT-ONE STOPPED","CITY STREET","No Data","20","1 - DRY","1216","1 - CLEAR"
"19491489","Yes","No Data","DENTON","2023-04-10","99 - UNKNOWN","0240","2023-04-10","ONE MOTOR VEHICLE - GOING STRAIGHT","OTHER ROADS","No Data","-1","99 - UNKNOWN","1113","99 - UNKNOWN"
"19491512","Yes","72751","DENTON","2023-04-10","N - NOT INJURED","1136","2023-04-10","SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE","INTERSTATE","4 OR MORE LANES, DIVIDED","50","1 - DRY","1253","1 - CLEAR"
"19492120","Yes","No Data","DENTON","2023-04-10","N - NOT INJURED","1553","2023-04-10","SAME DIRECTION - ONE STRAIGHT-ONE STOPPED","CITY STREET","No Data","35","1 - DRY","1641","1 - CLEAR"
"19492155","Yes","28643","DENTON","2023-04-10","N - NOT INJURED","1428","2023-04-10","ANGLE - ONE STRAIGHT-ONE LEFT TURN","US & STATE HIGHWAYS","4 OR MORE LANES, DIVIDED","45","1 - DRY","1613","1 - CLEAR"
"19492171","Yes","No Data","DENTON","2023-04-10","N - NOT INJURED","1629","2023-04-10","SAME DIRECTION - ONE STRAIGHT-ONE STOPPED","CITY STREET","No Data","30","1 - DRY","1709","1 - CLEAR"
"19492173","Yes","No Data","DENTON","2023-04-10","C - POSSIBLE INJURY","1605","2023-04-10","ANGLE - ONE STRAIGHT-ONE RIGHT TURN","CITY STREET","No Data","40","1 - DRY","1648","1 - CLEAR"
"19497807","Yes","No Data","DENTON","2023-04-10","N - NOT INJURED","1441","2023-04-10","SAME DIRECTION - BOTH GOING STRAIGHT-REAR END","CITY STREET","No Data","40","1 - DRY","1519","1 - CLEAR"
"19500272","Yes","No Data","DENTON","2023-04-10","C - POSSIBLE INJURY","1503","2023-04-10","ONE MOTOR VEHICLE - GOING STRAIGHT","NON TRAFFICWAY","No Data","-1","1 - DRY","1520","1 - CLEAR"
"19500273","Yes","84501","DENTON","2023-04-10","B - SUSPECTED MINOR INJURY","1445","2023-04-10","SAME DIRECTION - BOTH GOING STRAIGHT-REAR END","INTERSTATE","4 OR MORE LANES, DIVIDED","70","1 - DRY","1545","1 - CLEAR"
"19500279","Yes","67764","DENTON","2023-04-10","N - NOT INJURED","1625","2023-04-10","SAME DIRECTION - BOTH GOING STRAIGHT-REAR END","INTERSTATE","4 OR MORE LANES, DIVIDED","70","1 - DRY","1726","1 - CLEAR"
"19503980","Yes","No Data","DENTON","2023-04-10","N - NOT INJURED","0158","2023-04-10","ONE MOTOR VEHICLE - GOING STRAIGHT","CITY STREET","No Data","30","1 - DRY","0300","1 - CLEAR"
"19483197","Yes","No Data","DENTON","2023-04-11","N - NOT INJURED","0001","2023-04-11","ONE MOTOR VEHICLE - BACKING","CITY STREET","No Data","20","1 - DRY","0051","1 - CLEAR"
"19483226","Yes","No Data","DENTON","2023-04-11","N - NOT INJURED","0143","2023-04-11","ONE MOTOR VEHICLE - GOING STRAIGHT","CITY STREET","No Data","25","1 - DRY","0226","1 - CLEAR"
"19485424","Yes","28551","DENTON","2023-04-11","B - SUSPECTED MINOR INJURY","2130","2023-04-11","ANGLE - BOTH GOING STRAIGHT","US & STATE HIGHWAYS","4 OR MORE LANES, DIVIDED","40","1 - DRY","2200","1 - CLEAR"
"19490657","Yes","No Data","DENTON","2023-04-11","B - SUSPECTED MINOR INJURY","0739","2023-04-11","SAME DIRECTION - ONE STRAIGHT-ONE STOPPED","FARM TO MARKET","No Data","30","1 - DRY","0819","1 - CLEAR"
"19490658","Yes","No Data","DENTON","2023-04-11","N - NOT INJURED","1527","2023-04-11","ANGLE - ONE STRAIGHT-ONE LEFT TURN","US & STATE HIGHWAYS","No Data","35","1 - DRY","1559","1 - CLEAR"
"19491998","Yes","No Data","DENTON","2023-04-11","N - NOT INJURED","2331","2023-04-12","OPPOSITE DIRECTION - ONE STRAIGHT-ONE LEFT TURN","CITY STREET","No Data","35","1 - DRY","0100","1 - CLEAR"
"19492214","Yes","No Data","DENTON","2023-04-11","B - SUSPECTED MINOR INJURY","1506","2023-04-11","ANGLE - BOTH GOING STRAIGHT","CITY STREET","No Data","30","1 - DRY","1553","1 - CLEAR"
"19492222","Yes","28643","DENTON","2023-04-11","B - SUSPECTED MINOR INJURY","1046","2023-04-11","ANGLE - BOTH GOING STRAIGHT","US & STATE HIGHWAYS","4 OR MORE LANES, DIVIDED","45","1 - DRY","1134","1 - CLEAR"
"19492228","Yes","102698","DENTON","2023-04-11","N - NOT INJURED","1152","2023-04-11","SAME DIRECTION - ONE STRAIGHT-ONE STOPPED","INTERSTATE","4 OR MORE LANES, DIVIDED","70","1 - DRY","1222","1 - CLEAR"
"19503981","Yes","27522","DENTON","2023-04-11","N - NOT INJURED","0833","2023-04-11","SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE","US & STATE HIGHWAYS","4 OR MORE LANES, DIVIDED","50","1 - DRY","0900","1 - CLEAR"
"19488815","Yes","11207","DENTON","2023-04-12","N - NOT INJURED","0659","2023-04-12","SAME DIRECTION - ONE STRAIGHT-ONE STOPPED","US & STATE HIGHWAYS","4 OR MORE LANES, UNDIVIDED","30","1 - DRY","0735","1 - CLEAR"
"19488816","Yes","37438","DENTON","2023-04-12","N - NOT INJURED","0800","2023-04-12","OPPOSITE DIRECTION - ONE STRAIGHT-ONE STOPPED","US & STATE HIGHWAYS","4 OR MORE LANES, UNDIVIDED","45","1 - DRY","0825","1 - CLEAR"
"19488817","Yes","83664","DENTON","2023-04-12","N - NOT INJURED","1600","2023-04-12","SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE","INTERSTATE","4 OR MORE LANES, DIVIDED","70","1 - DRY","1712","1 - CLEAR"
"19502775","Yes","22654","DENTON","2023-04-12","K - FATAL INJURY","1932","2023-04-12","SAME DIRECTION - BOTH GOING STRAIGHT-REAR END","US & STATE HIGHWAYS","4 OR MORE LANES, DIVIDED","65","1 - DRY","2326","1 - CLEAR"
"19503984","Yes","No Data","DENTON","2023-04-12","C - POSSIBLE INJURY","1952","2023-04-12","ANGLE - BOTH GOING STRAIGHT","CITY STREET","No Data","30","1 - DRY","2010","1 - CLEAR"
"19503989","Yes","No Data","DENTON","2023-04-12","C - POSSIBLE INJURY","2210","2023-04-12","OPPOSITE DIRECTION - ONE STRAIGHT-ONE LEFT TURN","CITY STREET","No Data","30","1 - DRY","2300","1 - CLEAR"
"19488818","Yes","68144","DENTON","2023-04-13","N - NOT INJURED","0745","2023-04-13","SAME DIRECTION - BOTH GOING STRAIGHT-REAR END","INTERSTATE","4 OR MORE LANES, DIVIDED","75","1 - DRY","0922","1 - CLEAR"
"19488819","Yes","68144","DENTON","2023-04-13","N - NOT INJURED","0745","2023-04-13","SAME DIRECTION - ONE STRAIGHT-ONE STOPPED","INTERSTATE","4 OR MORE LANES, DIVIDED","75","1 - DRY","0922","1 - CLEAR"
"19488820","Yes","No Data","DENTON","2023-04-13","N - NOT INJURED","1159","2023-04-13","ANGLE - BOTH GOING STRAIGHT","CITY STREET","No Data","30","1 - DRY","1255","1 - CLEAR"
"19488821","Yes","No Data","DENTON","2023-04-13","N - NOT INJURED","1435","2023-04-13","OPPOSITE DIRECTION - ONE STRAIGHT-ONE LEFT TURN","CITY STREET","No Data","30","1 - DRY","1512","1 - CLEAR"
"19488822","Yes","No Data","DENTON","2023-04-13","N - NOT INJURED","1441","2023-04-13","SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE","INTERSTATE","No Data","70","1 - DRY","1555","1 - CLEAR"
"19488824","Yes","No Data","DENTON","2023-04-13","N - NOT INJURED","1501","2023-04-13","SAME DIRECTION - BOTH GOING STRAIGHT-REAR END","CITY STREET","No Data","30","1 - DRY","1532","1 - CLEAR"
"19490667","Yes","11942","DENTON","2023-04-13","N - NOT INJURED","1539","2023-04-13","ANGLE - BOTH GOING STRAIGHT","US & STATE HIGHWAYS","4 OR MORE LANES, DIVIDED","55","1 - DRY","1710","2 - CLOUDY"
"19498525","Yes","84501","DENTON","2023-04-13","C - POSSIBLE INJURY","1651","2023-04-13","OPPOSITE DIRECTION - ONE STRAIGHT-ONE LEFT TURN","INTERSTATE","4 OR MORE LANES, DIVIDED","45","1 - DRY","1740","1 - CLEAR"
