"All crash data available using this tool represents reportable data collected from Texas Peace Officer's Crash Reports (CR-3) received and processed by the Texas Department of Transportation (Department) as of 08/14/2024. The Department makes no warranty, representation or guaranty as to the content, accuracy, timeliness or completeness of any of the information provided as a result of your query. Any opinions and conclusions resulting from analysis performed on the crash data must be represented as your own and not those of the State of Texas or the Department. "

"Query Result Counts:"
"Your query returned a total of 3,608 Crashes containing 7,673 Units and 9,479 Persons"

"Filters Applied to current Query:"
"Crash Date Is Between  2023-04-01 00:00 and 2024-07-31 21:59"
"County Is Equal To DENTON"
"City Is Equal To DENTON"
"$1000 Damage to Any One Person's Property Is True "


"Crash ID","$1000 Damage to Any One Person's Property","Adjusted Average Daily Traffic Amount","City","Crash Date","Crash Severity","Crash Time","Date Scene Cleared","Manner of Collision","Road Class","Roadway Type","Speed Limit","Surface Condition","Time Scene Cleared","Weather Condition"
"20171731","Yes","14489","DENTON","2024-05-07","N - NOT INJURED","1555","2024-05-07","ANGLE - BOTH GOING STRAIGHT","US & STATE HIGHWAYS","4 OR MORE LANES, UNDIVIDED","30","1 - DRY","1817","1 - CLEAR"
"20171751","Yes","54556","DENTON","2024-05-07","N - NOT INJURED","1344","2024-05-07","SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE","INTERSTATE","4 OR MORE LANES, DIVIDED","70","1 - DRY","1500","1 - CLEAR"
"20175364","Yes","No Data","DENTON","2024-05-07","N - NOT INJURED","1827","2024-05-07","OPPOSITE DIRECTION - ONE STRAIGHT-ONE LEFT TURN","CITY STREET","No Data","40","1 - DRY","1925","1 - CLEAR"
"20177407","Yes","27980","DENTON","2024-05-07","N - NOT INJURED","1425","2024-05-07","OPPOSITE DIRECTION - ONE STRAIGHT-ONE LEFT TURN","US & STATE HIGHWAYS","4 OR MORE LANES, DIVIDED","35","1 - DRY","1427","1 - CLEAR"
"20178751","Yes","No Data","DENTON","2024-05-07","N - NOT INJURED","1300","2024-05-07","OPPOSITE DIRECTION - ONE STRAIGHT-ONE LEFT TURN","CITY STREET","No Data","35","1 - DRY","1340","1 - CLEAR"
"20171470","Yes","37438","DENTON","2024-05-08","B - SUSPECTED MINOR INJURY","1145","2024-05-08","ANGLE - ONE STRAIGHT-ONE LEFT TURN","US & STATE HIGHWAYS","4 OR MORE LANES, UNDIVIDED","55","1 - DRY","1252","1 - CLEAR"
"20171473","Yes","No Data","DENTON","2024-05-08","N - NOT INJURED","1215","2024-05-08","ANGLE - BOTH GOING STRAIGHT","CITY STREET","No Data","35","1 - DRY","1251","1 - CLEAR"
"20171660","Yes","67764","DENTON","2024-05-08","N - NOT INJURED","1408","2024-05-08","SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE","INTERSTATE","4 OR MORE LANES, DIVIDED","70","1 - DRY","1456","2 - CLOUDY"
"20172566","Yes","99402","DENTON","2024-05-08","99 - UNKNOWN","1610","2024-05-08","ANGLE - ONE STRAIGHT-ONE RIGHT TURN","INTERSTATE","4 OR MORE LANES, DIVIDED","50","1 - DRY","1645","1 - CLEAR"
"20172573","Yes","27522","DENTON","2024-05-08","C - POSSIBLE INJURY","1620","2024-05-08","ANGLE - ONE STRAIGHT-ONE RIGHT TURN","US & STATE HIGHWAYS","4 OR MORE LANES, DIVIDED","40","1 - DRY","1703","1 - CLEAR"
"20178251","Yes","67764","DENTON","2024-05-08","A - SUSPECTED SERIOUS INJURY","2038","2024-05-08","ONE MOTOR VEHICLE - GOING STRAIGHT","INTERSTATE","4 OR MORE LANES, DIVIDED","50","1 - DRY","2211","1 - CLEAR"
"20187811","Yes","No Data","DENTON","2024-05-08","C - POSSIBLE INJURY","1458","2024-05-08","ANGLE - ONE STRAIGHT-ONE LEFT TURN","CITY STREET","No Data","30","1 - DRY","1559","1 - CLEAR"
"20201336","Yes","No Data","DENTON","2024-05-08","99 - UNKNOWN","1800","2024-05-08","ONE MOTOR VEHICLE - OTHER","NON TRAFFICWAY","No Data","30","99 - UNKNOWN","1800","99 - UNKNOWN"
"20172856","Yes","No Data","DENTON","2024-05-09","99 - UNKNOWN","0000","2024-05-09","ONE MOTOR VEHICLE - OTHER","CITY STREET","No Data","30","99 - UNKNOWN","0747","99 - UNKNOWN"
"20173438","Yes","84501","DENTON","2024-05-09","N - NOT INJURED","1235","2024-05-09","SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE","INTERSTATE","4 OR MORE LANES, DIVIDED","70","1 - DRY","1320","2 - CLOUDY"
"20176137","Yes","83664","DENTON","2024-05-09","B - SUSPECTED MINOR INJURY","1932","2024-05-09","ANGLE - BOTH GOING STRAIGHT","INTERSTATE","4 OR MORE LANES, DIVIDED","50","1 - DRY","2021","1 - CLEAR"
"20178667","Yes","No Data","DENTON","2024-05-09","B - SUSPECTED MINOR INJURY","1030","2024-05-09","ANGLE - ONE STRAIGHT-ONE RIGHT TURN","CITY STREET","No Data","35","1 - DRY","1101","1 - CLEAR"
"20181125","Yes","No Data","DENTON","2024-05-09","N - NOT INJURED","0750","2024-05-09","ANGLE - ONE STRAIGHT-ONE LEFT TURN","CITY STREET","No Data","30","1 - DRY","0824","1 - CLEAR"
"20189596","Yes","84501","DENTON","2024-05-09","C - POSSIBLE INJURY","1541","2024-05-09","SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE","INTERSTATE","4 OR MORE LANES, DIVIDED","70","1 - DRY","1606","1 - CLEAR"
"20200194","Yes","No Data","DENTON","2024-05-09","B - SUSPECTED MINOR INJURY","1616","2024-05-09","SAME DIRECTION - ONE STRAIGHT-ONE STOPPED","CITY STREET","No Data","25","1 - DRY","1700","2 - CLOUDY"
"20175361","Yes","102698","DENTON","2024-05-10","N - NOT INJURED","1225","2024-05-10","SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE","INTERSTATE","4 OR MORE LANES, DIVIDED","70","1 - DRY","1230","1 - CLEAR"
"20175377","Yes","72751","DENTON","2024-05-10","N - NOT INJURED","0711","2024-05-10","ANGLE - ONE STRAIGHT-ONE RIGHT TURN","INTERSTATE","4 OR MORE LANES, DIVIDED","50","1 - DRY","0723","1 - CLEAR"
"20175393","Yes","83664","DENTON","2024-05-10","N - NOT INJURED","1630","2024-05-10","SAME DIRECTION - BOTH GOING STRAIGHT-REAR END","INTERSTATE","4 OR MORE LANES, DIVIDED","70","1 - DRY","1730","1 - CLEAR"
"20175395","Yes","84501","DENTON","2024-05-10","N - NOT INJURED","1209","2024-05-10","SAME DIRECTION - ONE STRAIGHT-ONE STOPPED","INTERSTATE","4 OR MORE LANES, DIVIDED","60","1 - DRY","1313","1 - CLEAR"
"20176594","Yes","No Data","DENTON","2024-05-10","N - NOT INJURED","2301","2024-05-10","SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE","CITY STREET","No Data","25","1 - DRY","2330","1 - CLEAR"
"20176595","Yes","No Data","DENTON","2024-05-10","99 - UNKNOWN","1840","2024-05-10","ONE MOTOR VEHICLE - GOING STRAIGHT","CITY STREET","No Data","20","1 - DRY","1840","1 - CLEAR"
"20177421","Yes","84501","DENTON","2024-05-10","N - NOT INJURED","1103","2024-05-10","SAME DIRECTION - BOTH GOING STRAIGHT-REAR END","INTERSTATE","4 OR MORE LANES, DIVIDED","70","1 - DRY","1205","2 - CLOUDY"
"20177428","Yes","37438","DENTON","2024-05-10","B - SUSPECTED MINOR INJURY","1323","2024-05-10","ANGLE - ONE STRAIGHT-ONE LEFT TURN","US & STATE HIGHWAYS","4 OR MORE LANES, UNDIVIDED","45","1 - DRY","1409","1 - CLEAR"
"20177435","Yes","84501","DENTON","2024-05-10","N - NOT INJURED","1508","2024-05-10","SAME DIRECTION - BOTH GOING STRAIGHT-REAR END","INTERSTATE","4 OR MORE LANES, DIVIDED","70","1 - DRY","1539","1 - CLEAR"
"20177467","Yes","No Data","DENTON","2024-05-10","N - NOT INJURED","1654","2024-05-10","SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE","CITY STREET","No Data","35","1 - DRY","1715","1 - CLEAR"
"20177492","Yes","186","DENTON","2024-05-10","N - NOT INJURED","1755","2024-05-10","ONE MOTOR VEHICLE - GOING STRAIGHT","FARM TO MARKET","4 OR MORE LANES, DIVIDED","45","1 - DRY","1835","1 - CLEAR"
"20177494","Yes","No Data","DENTON","2024-05-10","N - NOT INJURED","1527","2024-05-10","SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE","CITY STREET","No Data","30","1 - DRY","1648","1 - CLEAR"
"20178254","Yes","102698","DENTON","2024-05-10","B - SUSPECTED MINOR INJURY","1106","2024-05-10","ONE MOTOR VEHICLE - GOING STRAIGHT","INTERSTATE","4 OR MORE LANES, DIVIDED","70","1 - DRY","1157","1 - CLEAR"
"20178293","Yes","68144","DENTON","2024-05-10","N - NOT INJURED","1308","2024-05-10","ONE MOTOR VEHICLE - GOING STRAIGHT","INTERSTATE","4 OR MORE LANES, DIVIDED","75","1 - DRY","1447","1 - CLEAR"
"20182340","Yes","No Data","DENTON","2024-05-10","N - NOT INJURED","0010","2024-05-10","ONE MOTOR VEHICLE - GOING STRAIGHT","CITY STREET","No Data","30","1 - DRY","0127","1 - CLEAR"
"20185956","Yes","72751","DENTON","2024-05-10","B - SUSPECTED MINOR INJURY","1534","2024-05-10","SAME DIRECTION - BOTH GOING STRAIGHT-REAR END","INTERSTATE","4 OR MORE LANES, DIVIDED","70","1 - DRY","1658","1 - CLEAR"
"20193188","Yes","No Data","DENTON","2024-05-10","N - NOT INJURED","1549","2024-05-10","SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE","CITY STREET","No Data","30","1 - DRY","1549","1 - CLEAR"
"20193190","Yes","67764","DENTON","2024-05-10","N - NOT INJURED","1602","2024-05-10","SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE","INTERSTATE","4 OR MORE LANES, DIVIDED","70","1 - DRY","1602","1 - CLEAR"
"20177469","Yes","No Data","DENTON","2024-05-11","N - NOT INJURED","0917","2024-05-11","ONE MOTOR VEHICLE - GOING STRAIGHT","CITY STREET","No Data","30","1 - DRY","1003","1 - CLEAR"
"20177475","Yes","72751","DENTON","2024-05-11","B - SUSPECTED MINOR INJURY","1418","2024-05-11","SAME DIRECTION - BOTH GOING STRAIGHT-REAR END","INTERSTATE","4 OR MORE LANES, DIVIDED","70","1 - DRY","1513","1 - CLEAR"
"20177488","Yes","No Data","DENTON","2024-05-11","N - NOT INJURED","1430","2024-05-11","SAME DIRECTION - ONE STRAIGHT-ONE STOPPED","CITY STREET","No Data","30","1 - DRY","1430","1 - CLEAR"
"20177489","Yes","14763","DENTON","2024-05-11","N - NOT INJURED","1222","2024-05-11","ANGLE - BOTH GOING STRAIGHT","FARM TO MARKET","4 OR MORE LANES, UNDIVIDED","35","1 - DRY","1322","1 - CLEAR"
"20177490","Yes","No Data","DENTON","2024-05-11","N - NOT INJURED","1507","2024-05-11","ONE MOTOR VEHICLE - TURNING LEFT","CITY STREET","No Data","45","1 - DRY","1601","1 - CLEAR"
"20185957","Yes","No Data","DENTON","2024-05-11","99 - UNKNOWN","1152","2024-05-11","ONE MOTOR VEHICLE - BACKING","NON TRAFFICWAY","No Data","45","1 - DRY","1300","2 - CLOUDY"
"20193191","Yes","83664","DENTON","2024-05-11","N - NOT INJURED","1727","2024-05-11","SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE","INTERSTATE","4 OR MORE LANES, DIVIDED","70","1 - DRY","1727","1 - CLEAR"
"20200204","Yes","No Data","DENTON","2024-05-11","B - SUSPECTED MINOR INJURY","2258","2024-05-12","OPPOSITE DIRECTION - BOTH GOING STRAIGHT","CITY STREET","No Data","45","2 - WET","0013","2 - CLOUDY"
"20208645","Yes","14654","DENTON","2024-05-11","N - NOT INJURED","0934","2024-05-11","OPPOSITE DIRECTION - ONE STRAIGHT-ONE LEFT TURN","US & STATE HIGHWAYS","4 OR MORE LANES, DIVIDED","35","1 - DRY","1002","1 - CLEAR"
"20177498","Yes","67764","DENTON","2024-05-12","N - NOT INJURED","1255","2024-05-12","SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE","INTERSTATE","4 OR MORE LANES, DIVIDED","70","3 - STANDING WATER","1358","3 - RAIN"
"20177499","Yes","No Data","DENTON","2024-05-12","N - NOT INJURED","1409","2024-05-12","ONE MOTOR VEHICLE - BACKING","NON TRAFFICWAY","No Data","40","2 - WET","1409","3 - RAIN"
"20177502","Yes","84501","DENTON","2024-05-12","N - NOT INJURED","1536","2024-05-12","ONE MOTOR VEHICLE - GOING STRAIGHT","INTERSTATE","4 OR MORE LANES, DIVIDED","70","2 - WET","1601","3 - RAIN"
"20185965","Yes","No Data","DENTON","2024-05-12","N - NOT INJURED","1658","2024-05-12","ANGLE - BOTH GOING STRAIGHT","CITY STREET","No Data","-1","2 - WET","1741","3 - RAIN"
"20192005","Yes","84501","DENTON","2024-05-12","N - NOT INJURED","0745","2024-05-12","SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE","INTERSTATE","4 OR MORE LANES, DIVIDED","50","1 - DRY","0749","1 - CLEAR"
"20193197","Yes","No Data","DENTON","2024-05-12","99 - UNKNOWN","0409","2024-05-12","ONE MOTOR VEHICLE - GOING STRAIGHT","CITY STREET","No Data","30","1 - DRY","0456","1 - CLEAR"
"20179948","Yes","27522","DENTON","2024-05-13","N - NOT INJURED","0905","2024-05-13","SAME DIRECTION - ONE STRAIGHT-ONE STOPPED","US & STATE HIGHWAYS","4 OR MORE LANES, DIVIDED","50","1 - DRY","1015","1 - CLEAR"
"20182995","Yes","7518","DENTON","2024-05-13","N - NOT INJURED","0940","2024-05-13","ONE MOTOR VEHICLE - GOING STRAIGHT","FARM TO MARKET","2 LANE, 2 WAY","60","1 - DRY","1149","2 - CLOUDY"
"20183013","Yes","No Data","DENTON","2024-05-13","A - SUSPECTED SERIOUS INJURY","1141","2024-05-13","ONE MOTOR VEHICLE - GOING STRAIGHT","CITY STREET","No Data","30","1 - DRY","1230","2 - CLOUDY"
"20193198","Yes","No Data","DENTON","2024-05-13","N - NOT INJURED","0602","2024-05-13","OPPOSITE DIRECTION - ONE STRAIGHT-ONE LEFT TURN","CITY STREET","No Data","45","1 - DRY","0702","1 - CLEAR"
"20229533","Yes","17434","DENTON","2024-05-13","A - SUSPECTED SERIOUS INJURY","1922","2024-05-13","ANGLE - BOTH GOING STRAIGHT","FARM TO MARKET","2 LANE, 2 WAY","45","1 - DRY","2000","1 - CLEAR"
"20181610","Yes","9537","DENTON","2024-05-14","N - NOT INJURED","0820","2024-05-14","ANGLE - ONE STRAIGHT-ONE LEFT TURN","FARM TO MARKET","4 OR MORE LANES, UNDIVIDED","35","1 - DRY","1055","1 - CLEAR"
"20182093","Yes","No Data","DENTON","2024-05-14","N - NOT INJURED","1512","2024-05-14","ANGLE - BOTH GOING STRAIGHT","CITY STREET","No Data","30","1 - DRY","1557","1 - CLEAR"
"20182110","Yes","26619","DENTON","2024-05-14","N - NOT INJURED","1310","2024-05-14","OPPOSITE DIRECTION - ONE STRAIGHT-ONE LEFT TURN","US & STATE HIGHWAYS","4 OR MORE LANES, DIVIDED","40","1 - DRY","1405","1 - CLEAR"
"20182174","Yes","20169","DENTON","2024-05-14","B - SUSPECTED MINOR INJURY","1536","2024-05-14","SAME DIRECTION - BOTH GOING STRAIGHT-REAR END","US & STATE HIGHWAYS","4 OR MORE LANES, DIVIDED","60","1 - DRY","1621","1 - CLEAR"
"20186613","Yes","No Data","DENTON","2024-05-14","N - NOT INJURED","1500","2024-05-14","SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE","CITY STREET","No Data","-1","1 - DRY","1830","1 - CLEAR"
"20189288","Yes","No Data","DENTON","2024-05-14","N - NOT INJURED","2015","2024-05-14","ONE MOTOR VEHICLE - GOING STRAIGHT","CITY STREET","No Data","35","1 - DRY","2041","1 - CLEAR"
"20189291","Yes","No Data","DENTON","2024-05-14","N - NOT INJURED","1800","2024-05-14","ANGLE - BOTH GOING STRAIGHT","FARM TO MARKET","No Data","30","1 - DRY","1833","1 - CLEAR"
"20203542","Yes","27522","DENTON","2024-05-14","C - POSSIBLE INJURY","0706","2024-05-14","OPPOSITE DIRECTION - ONE STRAIGHT-ONE LEFT TURN","US & STATE HIGHWAYS","4 OR MORE LANES, DIVIDED","50","1 - DRY","0756","1 - CLEAR"
"20185967","Yes","No Data","DENTON","2024-05-15","N - NOT INJURED","1409","2024-05-15","ANGLE - ONE STRAIGHT-ONE LEFT TURN","CITY STREET","No Data","30","1 - DRY","1521","1 - CLEAR"
"20185968","Yes","No Data","DENTON","2024-05-15","N - NOT INJURED","1216","2024-05-15","ONE MOTOR VEHICLE - GOING STRAIGHT","CITY STREET","No Data","25","1 - DRY","1314","1 - CLEAR"
"20185972","Yes","84501","DENTON","2024-05-15","N - NOT INJURED","0755","2024-05-15","SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE","INTERSTATE","4 OR MORE LANES, DIVIDED","70","1 - DRY","0844","1 - CLEAR"
"20185975","Yes","28643","DENTON","2024-05-15","C - POSSIBLE INJURY","1557","2024-05-15","SAME DIRECTION - ONE STRAIGHT-ONE STOPPED","US & STATE HIGHWAYS","4 OR MORE LANES, DIVIDED","45","1 - DRY","1616","1 - CLEAR"
"20192013","Yes","99402","DENTON","2024-05-15","N - NOT INJURED","0813","2024-05-15","ONE MOTOR VEHICLE - GOING STRAIGHT","INTERSTATE","4 OR MORE LANES, DIVIDED","70","1 - DRY","1000","1 - CLEAR"
"20192015","Yes","14763","DENTON","2024-05-15","N - NOT INJURED","1653","2024-05-15","ANGLE - BOTH GOING STRAIGHT","US & STATE HIGHWAYS","4 OR MORE LANES, UNDIVIDED","40","1 - DRY","1705","1 - CLEAR"
"20193203","Yes","No Data","DENTON","2024-05-15","N - NOT INJURED","1917","2024-05-15","ONE MOTOR VEHICLE - GOING STRAIGHT","NON TRAFFICWAY","No Data","15","1 - DRY","1938","2 - CLOUDY"
"20193206","Yes","27522","DENTON","2024-05-15","N - NOT INJURED","2244","2024-05-15","OPPOSITE DIRECTION - ONE STRAIGHT-ONE LEFT TURN","US & STATE HIGHWAYS","4 OR MORE LANES, DIVIDED","50","1 - DRY","2349","1 - CLEAR"
"20193359","Yes","102698","DENTON","2024-05-15","B - SUSPECTED MINOR INJURY","2221","2024-05-15","ANGLE - BOTH GOING STRAIGHT","INTERSTATE","4 OR MORE LANES, DIVIDED","50","1 - DRY","2322","1 - CLEAR"
"20196769","Yes","No Data","DENTON","2024-05-15","N - NOT INJURED","1600","2024-05-15","SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE","CITY STREET","No Data","30","1 - DRY","1635","1 - CLEAR"
"20202099","Yes","27522","DENTON","2024-05-15","N - NOT INJURED","1920","2024-05-15","SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE","US & STATE HIGHWAYS","4 OR MORE LANES, DIVIDED","50","1 - DRY","2011","2 - CLOUDY"
"20185976","Yes","84501","DENTON","2024-05-16","N - NOT INJURED","1428","2024-05-16","SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE","INTERSTATE","4 OR MORE LANES, DIVIDED","70","99 - UNKNOWN","1428","99 - UNKNOWN"
"20185977","Yes","104418","DENTON","2024-05-16","N - NOT INJURED","1047","2024-05-16","ONE MOTOR VEHICLE - GOING STRAIGHT","INTERSTATE","4 OR MORE LANES, DIVIDED","70","2 - WET","1138","3 - RAIN"
"20193207","Yes","No Data","DENTON","2024-05-16","99 - UNKNOWN","1845","2024-05-16","ONE MOTOR VEHICLE - OTHER","NON TRAFFICWAY","No Data","45","1 - DRY","1905","1 - CLEAR"
"20195446","Yes","83664","DENTON","2024-05-16","N - NOT INJURED","1326","2024-05-16","SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE","INTERSTATE","4 OR MORE LANES, DIVIDED","70","2 - WET","1417","2 - CLOUDY"
"20195451","Yes","No Data","DENTON","2024-05-16","N - NOT INJURED","1448","2024-05-16","ONE MOTOR VEHICLE - TURNING RIGHT","NON TRAFFICWAY","No Data","30","1 - DRY","1620","1 - CLEAR"
"20187818","Yes","No Data","DENTON","2024-05-17","N - NOT INJURED","1323","2024-05-17","ANGLE - ONE LEFT TURN-ONE STOPPED","FARM TO MARKET","No Data","35","1 - DRY","1411","1 - CLEAR"
"20188504","Yes","No Data","DENTON","2024-05-17","N - NOT INJURED","1151","2024-05-17","ANGLE - ONE STRAIGHT-ONE RIGHT TURN","CITY STREET","No Data","30","1 - DRY","1316","1 - CLEAR"
"20198578","Yes","No Data","DENTON","2024-05-17","N - NOT INJURED","1629","2024-05-17","ANGLE - ONE STRAIGHT-ONE RIGHT TURN","CITY STREET","No Data","30","1 - DRY","1922","2 - CLOUDY"
"20189012","Yes","No Data","DENTON","2024-05-18","N - NOT INJURED","1353","2024-05-18","ANGLE - ONE STRAIGHT-ONE LEFT TURN","CITY STREET","No Data","35","1 - DRY","1438","1 - CLEAR"
"20189600","Yes","1244","DENTON","2024-05-18","B - SUSPECTED MINOR INJURY","1556","2024-05-18","OPPOSITE DIRECTION - ONE STRAIGHT-ONE LEFT TURN","FARM TO MARKET","4 OR MORE LANES, DIVIDED","40","1 - DRY","1649","1 - CLEAR"
"20229540","Yes","No Data","DENTON","2024-05-18","99 - UNKNOWN","2024","2024-05-18","ONE MOTOR VEHICLE - TURNING LEFT","CITY STREET","No Data","30","1 - DRY","2305","1 - CLEAR"
"20190129","Yes","14654","DENTON","2024-05-19","N - NOT INJURED","1435","2024-05-19","SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE","US & STATE HIGHWAYS","4 OR MORE LANES, DIVIDED","45","1 - DRY","1503","1 - CLEAR"
"20190132","Yes","No Data","DENTON","2024-05-19","C - POSSIBLE INJURY","1431","2024-05-19","ONE MOTOR VEHICLE - TURNING LEFT","NON TRAFFICWAY","No Data","5","1 - DRY","1518","1 - CLEAR"
"20195448","Yes","No Data","DENTON","2024-05-19","N - NOT INJURED","1502","2024-05-19","ANGLE - BOTH GOING STRAIGHT","CITY STREET","No Data","30","1 - DRY","1617","1 - CLEAR"
"20196157","Yes","72751","DENTON","2024-05-19","N - NOT INJURED","1502","2024-05-19","SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE","INTERSTATE","4 OR MORE LANES, DIVIDED","70","1 - DRY","1730","1 - CLEAR"
"20205943","Yes","102698","DENTON","2024-05-19","N - NOT INJURED","1246","2024-05-19","ONE MOTOR VEHICLE - GOING STRAIGHT","INTERSTATE","4 OR MORE LANES, DIVIDED","45","1 - DRY","1451","1 - CLEAR"
"20196565","Yes","No Data","DENTON","2024-05-20","A - SUSPECTED SERIOUS INJURY","0710","2024-05-20","ONE MOTOR VEHICLE - GOING STRAIGHT","CITY STREET","No Data","30","1 - DRY","0742","1 - CLEAR"
"20201331","Yes","83664","DENTON","2024-05-20","N - NOT INJURED","0553","2024-05-20","SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE","INTERSTATE","4 OR MORE LANES, DIVIDED","70","1 - DRY","0553","1 - CLEAR"
"20201369","Yes","38402","DENTON","2024-05-20","N - NOT INJURED","1609","2024-05-20","SAME DIRECTION - BOTH GOING STRAIGHT-REAR END","US & STATE HIGHWAYS","4 OR MORE LANES, UNDIVIDED","50","1 - DRY","1658","1 - CLEAR"
"20201371","Yes","84501","DENTON","2024-05-20","N - NOT INJURED","1550","2024-05-20","ONE MOTOR VEHICLE - GOING STRAIGHT","INTERSTATE","4 OR MORE LANES, DIVIDED","60","1 - DRY","1649","1 - CLEAR"
"20210323","Yes","102698","DENTON","2024-05-20","N - NOT INJURED","1336","2024-05-20","SAME DIRECTION - BOTH GOING STRAIGHT-REAR END","INTERSTATE","4 OR MORE LANES, DIVIDED","50","1 - DRY","1416","1 - CLEAR"
"20195394","Yes","84501","DENTON","2024-05-21","C - POSSIBLE INJURY","1942","2024-05-21","SAME DIRECTION - BOTH GOING STRAIGHT-REAR END","INTERSTATE","4 OR MORE LANES, DIVIDED","50","1 - DRY","2101","1 - CLEAR"
"20200189","Yes","No Data","DENTON","2024-05-21","N - NOT INJURED","1458","2024-05-21","SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE","CITY STREET","No Data","30","1 - DRY","1657","1 - CLEAR"
"20210307","Yes","84501","DENTON","2024-05-21","N - NOT INJURED","0759","2024-05-21","SAME DIRECTION - BOTH GOING STRAIGHT-REAR END","INTERSTATE","4 OR MORE LANES, DIVIDED","70","1 - DRY","0841","2 - CLOUDY"
"20210309","Yes","83664","DENTON","2024-05-21","N - NOT INJURED","1715","2024-05-21","SAME DIRECTION - BOTH GOING STRAIGHT-REAR END","INTERSTATE","4 OR MORE LANES, DIVIDED","70","1 - DRY","1810","1 - CLEAR"
"20196969","Yes","37438","DENTON","2024-05-22","A - SUSPECTED SERIOUS INJURY","0720","2024-05-22","ONE MOTOR VEHICLE - TURNING RIGHT","US & STATE HIGHWAYS","4 OR MORE LANES, UNDIVIDED","30","1 - DRY","1030","2 - CLOUDY"
"20197023","Yes","No Data","DENTON","2024-05-22","N - NOT INJURED","1152","2024-05-22","ANGLE - BOTH GOING STRAIGHT","CITY STREET","No Data","30","2 - WET","1230","3 - RAIN"
"20197061","Yes","No Data","DENTON","2024-05-22","N - NOT INJURED","0750","2024-05-22","ANGLE - BOTH GOING STRAIGHT","CITY STREET","No Data","25","1 - DRY","0759","1 - CLEAR"
"20199336","Yes","No Data","DENTON","2024-05-22","N - NOT INJURED","1834","2024-05-22","ANGLE - BOTH GOING STRAIGHT","NON TRAFFICWAY","No Data","30","2 - WET","1934","2 - CLOUDY"
"20201377","Yes","7192","DENTON","2024-05-22","N - NOT INJURED","0742","2024-05-22","ANGLE - ONE STRAIGHT-ONE LEFT TURN","FARM TO MARKET","4 OR MORE LANES, UNDIVIDED","45","1 - DRY","0853","1 - CLEAR"
"20202071","Yes","27522","DENTON","2024-05-22","N - NOT INJURED","1806","2024-05-22","SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE","US & STATE HIGHWAYS","4 OR MORE LANES, DIVIDED","50","1 - DRY","1806","1 - CLEAR"
"20202106","Yes","No Data","DENTON","2024-05-22","B - SUSPECTED MINOR INJURY","1716","2024-05-22","ONE MOTOR VEHICLE - GOING STRAIGHT","NON TRAFFICWAY","No Data","-1","1 - DRY","1728","1 - CLEAR"
"20213199","Yes","7518","DENTON","2024-05-22","N - NOT INJURED","1205","2024-05-22","ONE MOTOR VEHICLE - GOING STRAIGHT","FARM TO MARKET","2 LANE, 2 WAY","45","3 - STANDING WATER","1430","3 - RAIN"
"20198348","Yes","14489","DENTON","2024-05-23","C - POSSIBLE INJURY","0939","2024-05-23","ANGLE - BOTH GOING STRAIGHT","US & STATE HIGHWAYS","4 OR MORE LANES, UNDIVIDED","30","1 - DRY","1020","1 - CLEAR"
"20198822","Yes","No Data","DENTON","2024-05-23","C - POSSIBLE INJURY","1522","2024-05-23","OPPOSITE DIRECTION - ONE STRAIGHT-ONE LEFT TURN","CITY STREET","No Data","30","1 - DRY","1612","1 - CLEAR"
"20200181","Yes","No Data","DENTON","2024-05-23","N - NOT INJURED","1337","2024-05-23","ANGLE - BOTH GOING STRAIGHT","CITY STREET","No Data","30","1 - DRY","1445","1 - CLEAR"
"20212198","Yes","No Data","DENTON","2024-05-23","N - NOT INJURED","1158","2024-05-23","ANGLE - BOTH GOING STRAIGHT","CITY STREET","No Data","35","1 - DRY","1331","1 - CLEAR"
"20212205","Yes","7192","DENTON","2024-05-23","B - SUSPECTED MINOR INJURY","1623","2024-05-23","ANGLE - BOTH GOING STRAIGHT","FARM TO MARKET","4 OR MORE LANES, UNDIVIDED","45","1 - DRY","1713","1 - CLEAR"
